query,ids
6970,[ 1941  3198 18398 15739  1567 20418 21458  7985 18738 19160]
6971,[16044 18060 12789  8987 16588  7928 13371  7550  7400  8351]
6972,[14018 13981 10166 16253  6195  4049 10391 20527  7554 10938]
6973,[ 4904 15616 16757  8496 16241  7514 10071  9799 22764  4870]
6974,[19027 20175 19735 10808  3743  4821  4179 16161  6250 20340]
6975,[15942 12874 16440 16437 12797 13722  9209 20664  2707 13879]
6976,[20360 11314 10473  1875  1247 11358  5031  1878  1548 20701]
6977,[ 5567  5846  5844 12177 20918  5496  9338 16380 10761  1030]
6978,[20282 22721 18158 11298  6591  2938 15925 22099 20568  6641]
6979,[ 9714 10118 20790  7182 16518 13550 12955 16291 20892 16440]
6980,[ 4892 10946  3838 16134 12369  5804 15980  8351  2369 10119]
6981,[12501  4051  5736  8833 16193  7550  8927  6715  7248  8197]
6982,[12257 11101  4594  8078 13463  2696 17100  9574   746  3054]
6983,[ 7922 14441 10190 20503 22700 11536 14291 16507  1579 19595]
6984,[16766 20344  9325  8816 13986  2233 11426  6427 19602  7768]
6985,[14575  7247 10739   890  4213 15073  6672  6775 12157  1545]
6986,[20700  3810 18071  4540 12644  7355 10687 20906  2027  3259]
6987,[11964  2457 11195  3808 19614 21834 11492 19022  8336  7478]
6988,[16820 16564 16588 16449  7550 13017  8197  5736 16193 16347]
6989,[ 8037 18582 22944  7291  9640  1200  3360 16194  4566  7978]
6990,[16022 22434  8322  1990 21447  2195   620 22549  1212  1012]
6991,[ 4016 20977 13978 12166  7635 18060 15746 15379  1274  5050]
6992,[16553 10193 11585 22996 16462 15830 15904 20789  9752   651]
6993,[ 9133  8197  7550 12234  7928 22588  7400 13532 17317  9321]
6994,[16588 12789 13371  7550 20142 13017  8459 17317 16820 21453]
6995,[ 1545 21952  7558  7015 20876  7599 16686  2110 11863  4885]
6996,[22614  4166 16110  6715  8783 10120  9469 11740  5736 20396]
6997,[14703 13501 12600  6014 14856  6438  8476  7941 15029 18400]
6998,[ 7426  3270 14298  6794 17962 10418  4800 10417 14851  4158]
6999,[13470 11038  4955 15290 21843 22458  2689  7962  6781 13628]
7000,[ 1317  1356 13883  8527  2400 15067 12233 12550  5228 17013]
7001,[23006 21181 11182 20989 21114 22621 22459 21702 21836 10778]
7002,[ 7787 17025 17072 18414 18372 13531 12454 11461  2607  9339]
7003,[16328 15739 18602  3375 18040  9967 14967 16139 10486  4800]
7004,[ 2511 10071  4969 17302 15746  5622 12924 12396 16261 13994]
7005,[17922 22113 19002  9129 16003 11985 11552 20665  8258 12087]
7006,[ 7400 15342  5736  9751 16193 13371 22614 20203 19548 20964]
7007,[18217  6336  4196 19991   980  4092 16899 11418 13433 10881]
7008,[ 2167 13955  8668 16457  8662 16347  1683 20203  3029 19765]
7009,[16286 16241 10391  8683 23093  7554 14790 10776  4892 13981]
7010,[14257 16705  4972  8822 16440  2310 20664 23013 11313  4132]
7011,[14709 15055 12884  2618 10821 22076 18291 12783 19137 22309]
7012,[ 6671 10945 20134  4650  8993  6611 18463  4293  6576 16168]
7013,[20149  7248 12501 16544 16193  4051 15342 13017  8927  7550]
7014,[20152 17135 13864  3859  1442 10391 19871  3858 11092  5360]
7015,[  900 19244 13519  2716  3705   704  4518  9369 16936 13985]
7016,[ 1874   868 13967  1662 12734 16188  3785  1567  1573  6427]
7017,[13563 14063 13635 10770  2313 17317 13464 22756 16551 20701]
7018,[19962 17843 16908  2346 20143 12218 16756   615  2185  2714]
7019,[ 4119 16123  8632  1440 10438 14149  6704 18179  7224  4528]
7020,[13937 13082   846 11507 16883 16168  9752 10425  8795 22115]
7021,[16510 22756 22684 14063 16295 16426 16306 16551 17077 16402]
7022,[ 8663 20503  8219  8419 16507  1629  1494 22616  1941 11021]
7023,[10830 20153  3859 10668  3851  6771  4892  8343  4550  8212]
7024,[16125 15601  9904 10945  3865  4157  3914  4078 14330 17630]
7025,[12663 22276 15904 10623 15893   869 22706  5178 11585  2942]
7026,[ 3209  7628   840  3095  7819 10301 12159  8041 10400 15927]
7027,[12318 16315  3270  4158 15830  7426  1710  8617  7279 16399]
7028,[ 1683 15087 12648 20701  4093  1754 11358  1135 22036  5031]
7029,[ 4149 22118  6326 19672 11600  7224  6537  3020   765 17726]
7030,[ 4609  6069  9378  9838  2705 21907 10408  9587 14024  2726]
7031,[ 4571  8088 11442 20129 18764  3013  2705  9914  3837 18230]
7032,[18470 16168 16554 19532  6225 19679 16552 17843 17962 10787]
7033,[13992 19680 16277 18109 22960 16476 12620 23106 17453 22995]
7034,[18274  8833 16544 23014  7928 16206  3212  7550  7514 16757]
7035,[ 6250  2393 19735 20340  3743 20709 20879  4246 15076  1461]
7036,[21137 19349   765 20142  2104  4941  4975  8185  3451  2176]
7037,[13160 19935  9755   764  1544 16966  1064   594 13115  1698]
7038,[11092 14457 11507 22946 22422 14201 21720 16900 22446  6611]
7039,[ 3682  1112  9401 18317 16691 13432 19247  3683  9349   708]
7040,[11229  4260  3928 16905 16141 16225 23118  2838 20584 10653]
7041,[14142 16744  8280 11974 22948 22763 13084 13991  9491 14607]
7042,[13116 19080 14409  2104 12161  1660 18577  2684 18156  2187]
7043,[ 4953  7390  4149 19672 19956 10727 13577  6326  7966 13684]
7044,[ 4864 14034 10475  2679  9840  4749 21181 11057 22292  8258]
7045,[ 6451 16154 20653 18641  4231 19842  7973 22276 11402 13240]
7046,[19831  2314 13057  2709 22616 19673 18764 10400 11629  2237]
7047,[ 1013  5460  8816  1571 20698  2701  5412 11643 17714  1550]
7048,[ 4904  8496 20970 20645  5622 18210  4969 15746 16044 10071]
7049,[20360 11314  7120  7015  8752 21060 20747 13298 20202 15773]
7050,[21137 13464  1274 17364 10770  5050 16792  1306 13563  4884]
7051,[ 2608 20360 22482 13955  8401 14428  8668  4878 18234 22817]
7052,[18439 10574  4349 20841 13869 19027  4179  5751  1897  7683]
7053,[ 7950  2339  4904  1166  5622  8496 16565 16989 20645  1162]
7054,[ 7710  5196 19104  1096 12061 21348 19603  3609  1994  2011]
7055,[  809  2510 20876  7985 18103  2340  5711 12131  4529  6363]
7056,[ 2381  2722 19989 11519  8051  7080  3986  1529 19990 19149]
7057,[17968 16815  2641  7689 10997 15019  6184 21609 17418  2487]
7058,[16365 11780 11959 12730 17859 20239 14559  7819 20989 11424]
7059,[ 7182 17844  6261 16517 16103 18425  8228 21620 14446 10937]
7060,[14922  3360  8989 20261  5671 13586 14715  3364 17973  9598]
7061,[10969 14570 11101  8608 23000 12717 10983 16708 19684  3403]
7062,[19451 11142 13370 10101  4582 20608  9378 15222 14174 18603]
7063,[ 1662  1927  1691  9935  8090  1571 16162 12734  2304  1874]
7064,[ 1777  1787 12995 20199 20314 15846 11624 13316 21805 15863]
7065,[ 7727 15251  7903 11306 15107 10960   709 16648  3428  9450]
7066,[15942  2103  2369 12797  4649 16347 16113 20108 16437  9209]
7067,[ 2551  5662  6000 17273  1009  8992 19241  5020  5826 13772]
7068,[ 3862 16447 20208  3865 18463 14323  3858  8618 20053  5026]
7069,[22820  6903  5622 20876  1162  5930 15362  4399  1680  6941]
7070,[ 6960 22538 21813  7441  6319 10808  7262 17116  4821 16579]
7071,[ 2110 19012  1684  2680  5769 16425 22551  9359  2340 11161]
7072,[10945 16782  3865 14148 17630  4349 13829  3914 14092 10315]
7073,[ 4924 17055  9378 19831 22104 20676 19545 11629 20879  1038]
7074,[ 6335 19018 21363 22722 22292  1043 21184 14034  2594  4865]
7075,[13057  3376  7341 12706  5600 17951  6285 10909 13030 11775]
7076,[22791 15965 11958  4382 13616 12535  1751  9810 13049 20584]
7077,[ 6530   924  2679 15970 21572 20038 16132 18543  2703 17056]
7078,[15435 13798  9914  8826 10365 23047 21930  6134  4924  1924]
7079,[16273  1971  1497 13811 12492 19675 11523 17914 10898 12974]
7080,[ 5450  5841  3606 14878  5020  3417 19215   800  5919  9877]
7081,[12166  7247 20511 21952 19548  9883  7309  3211 15207 13713]
7082,[ 8485 20360  8953 11314 20747  7015 16223 22482  2147  1615]
7083,[ 4481 19570  9839 18625 12511  6778 19930 18475 16092 17257]
7084,[10683 16403 13820 13572 11461  6849 17962 16705 14298 20789]
7085,[ 8586 10357 12627  9222  6212  4492 10451 10458 10448 10452]
7086,[22482 13700  7837 18384 17988 14591 20360 16639 13490  5729]
7087,[19244 16188  2716 16687 12029  5412  6359  9348 16936  9515]
7088,[21840 15395  6821 10263  8966 19228  6038 22412 13413  8525]
7089,[ 3728  5810  5178 13810  3374 16616 19953 22706  3817  7973]
7090,[ 2340 18460 20360  7015 19066 19667  1689 18103 21404 11100]
7091,[14065 11479  4689 17234 17714 16908  2701 10217 20541  2716]
7092,[14330 13082 22800 18612 10623 16883   615 22115  3947  4860]
7093,[ 1689 10133 19667 20360 16135 17440  1941 16339  2999  1879]
7094,[18900 21465   772  2810  2494 10237 21530  2113 20478 14998]
7095,[ 6806 10894 18125 20935 15058 18529  8495 20560  9546  6604]
7096,[ 2389 12437 15447 13860 15387 12948  4890 19509  5946 12278]
7097,[ 4748  8528 18878  6598  5936  6206  4312  5221 14127 19312]
7098,[15034 19726 17797  7645  7677  5866 17174 15238  9992  3697]
7099,[13155 22478 10400 20623  2275  9883  8860 16120  3095  6972]
7100,[10574  4179  4675  4349 19843 12994  5751  4821 10808 15215]
7101,[ 5930 14625 10353  7274  5228  1690 15291  5197 18362  6972]
7102,[20751 10021 10026 10004  5976 13260  5035  8274 17253 19032]
7103,[ 2699  8659  4693 10125  9937 10343 12737 10461 13908  4858]
7104,[16919 12616 15614 10085 13290  1790 12463 21189  9767 13613]
7105,[20134  8993 13015 20050  6671 16268  4293 10945 20192  5026]
7106,[13802 11259  8007 14070 12903  3850  8362  8125 21710 10687]
7107,[15524  9039 13623  9141  7207 14033  3273 21453  9824 10119]
7108,[14439  6259 10653  6991 13611 12736 17066 23106 17226 13699]
7109,[ 4860   615 10704  2011  9123  7828 22211  7407  8827 17180]
7110,[ 3172  8097  6607 14132  8134  5050  2630  5421  3744 10486]
7111,[10896 16286  7554 17917 19831  1505  3120  1331 10776 10391]
7112,[14644 18970  2508 11363  4592  5020  3336 17105  3631  6775]
7113,[11466   784  5050  1285  2019 17401  8074 16792 14090 18859]
7114,[20836 20794 16745  6080  4699 18212 20336  8757 16493  5391]
7115,[22431 22995 21710  6904 20379 10106 15205  4368 13398 12385]
7116,[ 8829 18434 20606  9789 12231  3807 13475 19349 20149  5415]
7117,[15830  8617 16315 16399 16125  2707 15600 22996 15904  4717]
7118,[15571 22452 22482 16295 20993 12583 13700 23010  2310 19667]
7119,[13253 22452  5729 21443 19809  1949 16333 16207  2881 13017]
7120,[20653 18133  3013 13158 22196  7973  4669   953 21458  9967]
7121,[ 2371  4461 19041 11574 12832 12505  4728  5722 11736  7586]
7122,[16092  4481  9724 22452 12511 10529   843 17257 17122 22172]
7123,[ 6435 20881 19030  4153  1872 21483  7038  2504 22304 20950]
7124,[ 2339  2999  7179 15616 16724  8197 17440 19731 19667 11457]
7125,[22468 15408 20668 17443 22359 13811 13546 18758  9020  9549]
7126,[12116 14696 22746  8060  9736 19115  7167  3533 16263 11447]
7127,[15100 20876 15362  5711 15087  1162 19712  5930 16312   809]
7128,[15032  5810 10006  3728  5938 22706   869 11656 14789  6237]
7129,[19283  5836  2176  3083 21871 22551  9103 18970  1069 12028]
7130,[ 7957 14559  3809  6984 12556 19941  2103 16307  3965 13017]
7131,[ 8485  4913 16386 14559  3147 11020 13800 15888  2508 13402]
7132,[18322 18760 17998  8822  5874 15651  5655 22667  9324 13459]
7133,[ 8617  8539  4519 19163 17130  9689 11582  6186 16315 18298]
7134,[ 8605  4166 14205  7525 22614  7248 22753  1594  8783 15997]
7135,[ 1247 10133 10989  2608 19667  5031 16942 20360 13585 22482]
7136,[ 3244 10217 12029  3123 16908 10289  5429 16696 13985 17234]
7137,[14076 13140 13141 19809 15796  1593 10424 16266  1638 11463]
7138,[13798  6775 11539  4480  3353  6693 21364  2508  2680 20171]
7139,[16295 13955  3029 20964 16193  4878 19667  8401 15342 13700]
7140,[ 1096  3546  3262 18932  7439  9383 18100 22761 14976 19113]
7141,[ 7196 13115 20621 21713 12482   764 17100 12651 21053  6458]
7142,[15107  4595 17174 21974 20935  7903 15323 21338  7331  5218]
7143,[17547 16476 17859  4402  3453 11488 23158 11433 16544  3996]
7144,[22673 13435  4101 20621  2198 12482  1335 17422   896  2473]
7145,[20609 19958  1691  1571 20596 13717 21458  6422 11479 19198]
7146,[ 1616  4792 21966 14067 20601  4917 13445 15401 22039 21019]
7147,[11353 16458  1386 20321 20640  8411 15889 17922  8258  1394]
7148,[ 9602 13992 22995  2357 18109  4368  5668  1216 18393 13613]
7149,[16383 19765 15193 20485  5499  1968  9751  1966 15357 11724]
7150,[17714  1864  1013 10147 22211 17234 16168  5882 16908 18115]
7151,[22496 15336  7262 19735 20340 12160  2957  2393  6469  4246]
7152,[ 3353 13727 11539  4200  6693  6607 15739 19036 10376  2680]
7153,[16018 16656  9868 16192 11495  5959 18453  5163 19849 14554]
7154,[15044 11057  1373 20601  7837 12272 19568 20985 16931 20321]
7155,[ 7525 10520 11508  9695 15943 22049  7019 13550 14205 15930]
7156,[14293 23041 12556  1360  8641 10996 20906 21836 22626  5729]
7157,[19588  7991 18223  7038 18071  2578  4540  4153 20869  3810]
7158,[ 7242 15272 12697 16591  9080 10118  5048  5783  9662 18552]
7159,[ 7463 14800 11631 18309 21787 21784  3470  6176 15112 15250]
7160,[21930  9914 15435 10365 22009 23047 11516  8826 16677 10703]
7161,[14306 14368 15777 12485  6710  4335  2195 11274   305 11016]
7162,[ 9325 13727 20344  2716  2717 14408  9388  2714  2233  1734]
7163,[21541  7617 21950  8518 11353 21702 23006 22292 22621 11182]
7164,[18470  6225  1051 19198 21458 19602  9907 19958  6427  4669]
7165,[11264 13694  6069 20816  2705 17862 10408 10151 11629 20880]
7166,[17970  8927 18733  4445   890 11740  7550 22551 16930  3083]
7167,[16289 15908 16372 16518 16616 15600  2707 16315  8617 15308]
7168,[ 8185 10277  1729 21137  2176 11109 17105 18629   765 18360]
7169,[ 1494 22551 17367 16930 19004  4768 17970 11236  4093 16425]
7170,[ 7955 20636 19319  4427 13126 13134 18901 17398  3090  6644]
7171,[ 7514  7928  9799  7635  7550 15746  5907 16044 16757 18060]
7172,[11775 14193  6112  7828  4049 22523  6469  9762 16366 18627]
7173,[10428  8828   615  1506 13948 10425 19962  8546  9146   888]
7174,[ 4149 10270  6326 10739 12157 10727  8880 19525 19672 11600]
7175,[14296  3353 13798  4200 20829  2764 11442 11539  6775  4940]
7176,[20970 20677  6225  6725 13810  3375 13717 20076 21683 16467]
7177,[ 3088 18935 10368 17872 20018 13554 19904  3365 19042 15928]
7178,[ 4717  8351 15531  2707 18602  9141 15379 16616 19740  8617]
7179,[ 2179  6260 18823 17029  8095 10310  8781  6210  4366 20709]
7180,[ 6134 17932 21305  3876 11629 11283   599  4924 11016 20676]
7181,[ 4424  1935  4248 13722  6210  2729 10830 19047 17880 13007]
7182,[20970  9751 16757 16241 16285  4717 16544  5736  8987 15531]
7183,[13625  8308 21184 21422 22102 21437 11182 20989 22713 22621]
7184,[ 6972  2147  2080 16223 13800 14790 18551  8299 21174 20360]
7185,[20149  5415  8829 19497 10654  9751 20606  5573  9789  8141]
7186,[11519 14113 19149 16676  2853  7329 13749  6848  4203 17445]
7187,[ 4168 17832 13654 15944 14307  6801 10858 17394  2136 17951]
7188,[19989  7015  4160 19990 17152 14023  1786 10313 21977  3986]
7189,[  344 12098  8052 22391  1661  3222 12479 11023 19283  1600]
7190,[12250  6260  2314 17897 18823 20879 19451 10478  2433 19831]
7191,[16757 16347  7514 16044 13955 17220 16820 20970  5736 18060]
7192,[ 4368 22431  2395 13398 10106 22995  6904 19605  6233 20379]
7193,[ 2715  1579  2086  1536 13561  1445 18616  9993  1135  2163]
7194,[16912 21592 10285 18603 23093 17931 19047 12792  8138 14790]
7195,[19711 22113  9948 11552  7976  2679 14067  9129  8518 20932]
7196,[20204 11237 13992 21935  4054  4204  4301  4368 20379  3850]
7197,[19157   653 10274 21854 18820  9822  9630 19722 18375  4498]
7198,[ 2457 12458  6532 21999 10174 10679  9890 16806 21221  8560]
7199,[17860  6824 16223 19757 10896 12000 13298  1633 12480 17813]
7200,[ 2716  9325  2717 16188  3123  5132 16696 21394 17714 11479]
7201,[ 4032 20396 16247  9469 16581  8351 20418  8783  5736  6715]
7202,[ 4485 10141 11371 18046  1910  8242  1802 18735  1724  6739]
7203,[12794 14019 10301  2014 21308 21961 17004 19196  3370 16974]
7204,[ 7550 11358  3212  4051  4445  8833  4601 13532  9133 12234]
7205,[13490  3209  6440  6335 19149 16507 21180 22667  7819 19930]
7206,[ 1505 13865 10683  4688 10896 11734 20895 10885  4477 19328]
7207,[13980  2593  6978 12383 14773  9632  7489  9014  4502  6934]
7208,[ 7514 16757  7928 16724 18060 17220  2339 17245 16333 13793]
7209,[19383  3968 15102  7212  1840 11459  1606  1947 14375 12327]
7210,[12695 12083 15356 11347 19287  5636 15374 20299 10674 20736]
7211,[ 4717  2707 16399 10945 16110  9814  3270 11656  6849 16268]
7212,[10273 18081 15291  1834  9855 16910  4794  3876  6134 14544]
7213,[21214 13143  7478 16498 17995 14544 18694  8641 10687  5228]
7214,[18331  2626 12796   957  2866  2416 20621  8859 16928 13134]
7215,[17410 10343 16031 14531 21302 22997  5593 17515  5222 17714]
7216,[ 4953 18494 14536 18552  4149 11600 14580 19672  3649  6774]
7217,[ 4366  6210  7180 10153  6260  8683 11734 18188  8781 20308]
7218,[ 8531 13811 22359 12492  9549  9020 16273 17914  4391 10808]
7219,[15494  5403  8267 12550 17013 11592 11125 21868 17721  1659]
7220,[17168  8504  2547 18858 22309 19137 15777 12485  4335 14306]
7221,[17186 20124 15191 20632  7794 12833  7592  9611  7723 19271]
7222,[10217  2476 12029  3244  3123  1036 16696  5429  2717 14065]
7223,[ 5930 18819 15291  6972 16789  6134  7274 14625  8375  1690]
7224,[22118   765  5653  3020 21952  7224 18629   795 16686  6537]
7225,[11358  2313  4445 19242 13635 20701  7550 22756 12425  8927]
7226,[ 1680 13855  4216  6451 12890 18142 17362  7781 22196  6911]
7227,[ 6829 18970  3635  5020  6539 17230 17047  9828 22478  4282]
7228,[22037  6526 13688 19167 12787 11953 13545  1132 20515 13616]
7229,[ 3979 13811  4474  8531 12492 16273 19603  5142  1664 11523]
7230,[ 2510  2700  7015  4529  2110 12677  1600  7213  1684  2680]
7231,[ 9334 18272 18763  5489 13298  5551 19127  3383  5488  3462]
7232,[16791 13859  2331  2151  3120  3438  2346   597  1181  2382]
7233,[19962  8906 15388 17351 16908  9433  1550 11402 11479  9967]
7234,[ 9867  1943 15081  5714 14677  5482 12116 19153  7073 20918]
7235,[17179 18334 19726  6259 21907 14006 10272  7143  2117 10853]
7236,[ 3589 14365  1943  5048  8530 15281  5992 13555 10393 21803]
7237,[ 6854 10529  1132 17122  5691 19930  9902  6526 17257  4481]
7238,[ 8953 16899 21592 15442  2167  6440  4093 18603  2251 22722]
7239,[ 2717  4249 20223 10217 10923 12507 20541 13727  9433 10426]
7240,[20340 22538  1200 19843 20206  2883 14976 15034  8092  9706]
7241,[12789 19349  1435  7247  7015  2695  1661 19283 21952  9734]
7242,[21592  3851 16912 13007 18603 10830 19047  8138 16241  4550]
7243,[21182  8795  7774 21719  8579  7074 18364   846  4339 22789]
7244,[ 1960  1729  1536 14375 10496 22460 22452 12308 16207 16312]
7245,[13104  5048  7248 16544 14875 16376  9751 16986  6725  8605]
7246,[  869 10623 10685 21949 13684  1897 12449  2856 18040 13260]
7247,[ 5048 14205  7525 15600  4166 20237 13550 13039  6091 10937]
7248,[ 2834 17378 10151 18217  7257 13824 16534 18603  6433 18057]
7249,[ 9133  2083 13532 16588  8197 10770 18684 13043 10855 13969]
